names	edited_features	longest_gene_isoform
AT4G25860	61	2317
AT3G16160	8	1981
AT3G10572	118	2279
AT1G22540	103	2623
AT1G69850	147	4144
AT4G16520	881	2199
AT1G06473	36	789
AT5G50310	780	5021
AT5G23390	397	4096
AT3G26922	153	2006
AT5G33340	300	1576
AT1G10220	17	1199
AT5G59460	277	1676
AT4G23390	1	1907
AT2G43240	213	5079
AT5G24320	211	3985
AT3G53940	242	2840
AT5G20000	677	3167
AT1G15420	844	2006
AT1G29800	195	2842
AT3G27220	88	2692
AT4G12570	687	3927
AT5G23460	89	965
AT3G29240	580	1781
AT5G58030	664	1843
AT1G64030	3	1559
AT1G06620	225	1869
AT1G47480	5	1950
AT5G26660	18	1719
AT1G14160	6	1286
AT2G23330	79	4493
AT5G35805	1	341
AT5G04895	326	6172
AT5G46170	586	2167
AT1G80650	146	1480
AT5G57300	368	2662
AT3G05380	1026	6942
AT2G42130	316	2212
AT3G13600	25	3106
AT1G06030	7	1476
AT1G22900	1	993
AT2G42400	433	2693
AT2G36370	71	5212
AT5G60610	39	2024
AT5G57170	82	1413
AT5G67520	20	1891
AT1G63070	103	1843
AT1G33360	338	4706
AT4G37220	1	1120
AT2G46830	21	3324
AT2G02180	127	2672
AT4G15110	277	3471
AT1G30282	91	1431
AT4G32010	622	5975
AT1G04590	402	2914
AT5G43400	294	2397
AT3G49630	41	2778
AT5G56550	98	1118
AT5G42250	4	3841
AT3G08350	468	393
AT4G39404	1	278
AT5G65290	294	5128
AT5G07300	794	3543
AT5G25880	19	4061
AT2G36145	22	981
AT4G17180	348	1857
AT4G21560	356	1903
AT4G07365	5	200
AT1G17460	232	3967
AT5G44440	296	2155
AT1G11890	487	2347
AT4G34550	11	1722
AT4G16355	1	588
AT2G38465	8	725
AT1G79070	117	1544
AT3G18550	9	2526
AT4G23885	323	1073
AT3G57640	3	1527
AT3G22400	128	4623
AT1G05210	239	1279
AT1G16490	48	1433
AT5G42190	1435	1550
AT3G01015	51	2550
AT4G34080	163	845
AT4G08705	35	318
AT5G10730	499	2577
AT3G51430	154	1806
AT4G16460	14	1863
AT2G14378	438	500
AT2G44255	143	2102
AT1G14900	3347	1351
AT3G01202	257	1561
AT4G00370	601	3460
AT3G57850	72	444
AT3G12860	295	2628
AT1G27730	26	1302
AT5G07675	1	72
AT5G36420	1858	356
AT2G40000	469	1846
AT1G64520	2024	2192
AT5G45780	120	3108
AT3G06680	835	797
AT1G02690	1037	3193
AT1G63522	3	458
AT1G05213	239	2456
AT3G19810	133	1968
AT1G10095	77	4000
AT4G34160	451	2144
AT5G26610	310	2036
AT2G25270	914	2844
AT2G38330	174	2934
AT1G13150	15	1876
AT4G02120	264	3594
AT4G29340	7	1360
AT4G30840	327	2299
AT4G32750	228	2353
AT2G03630	13	1187
AT2G32280	489	2242
AT2G02210	1	4669
AT3G28760	225	2430
AT5G01020	1518	2550
AT5G06760	1	985
AT5G10745	318	2136
AT2G07643	4	734
AT4G18040	1249	1702
AT1G30290	236	2611
AT5G13310	239	2462
AT4G09385	461	619
AT1G80540	549	3059
AT3G32090	2	965
AT3G52540	12	1347
AT3G50690	1155	2468
AT5G28442	146	841
AT3G26210	3	2556
AT5G61890	3	1619
AT3G20480	44	2043
AT1G24560	451	3518
AT3G05350	229	6946
AT4G06775	9	397
AT2G06725	17	348
AT5G38120	15	2612
AT5G11010	268	2635
AT1G03260	136	3042
AT1G52400	122362	3268
AT1G51540	277	1977
AT1G54130	659	3170
AT1G59980	138	6156
AT1G70100	126	3212
AT1G63050	583	2478
AT2G45950	119	3797
AT2G35310	1201	2013
AT5G42460	46	1422
AT1G58080	304	3365
AT5G18470	92	1512
AT3G14210	42	2448
AT4G19600	746	4164
AT1G21650	415	11375
AT4G22680	1	1890
AT2G36835	206	1952
AT1G69870	237	4446
AT5G66520	19	1957
AT5G09705	1	454
AT5G41890	11	2491
AT5G55700	279	3230
AT1G13740	205	1974
AT3G05155	1	4019
AT5G07430	19	1902
AT5G52910	351	5793
AT5G23960	551	2440
AT5G48620	846	5373
AT2G22475	442	3910
AT3G48100	120	2523
AT4G15545	278	2143
AT4G35760	277	2646
AT4G20340	204	3390
AT5G38720	357	2469
AT2G41090	44	1652
AT4G23290	2	3202
AT2G27080	29	3571
AT4G14170	84	2056
AT2G24800	7	1582
AT1G79529	530	748
AT3G08505	68	2171
AT2G28520	864	6277
AT1G54300	6	1296
AT4G18010	67	3523
AT2G20420	3044	2829
AT4G32570	720	2635
AT3G47670	257	1095
AT4G31340	2017	4167
AT1G61190	98	5061
AT5G54280	586	6969
AT3G50640	10	1066
AT4G35580	636	2489
AT5G55900	182	2318
AT4G17770	839	4214
AT3G19590	642	2971
AT1G61830	15	1989
AT5G18840	130	3886
AT2G35890	23	2745
AT3G04830	696	3243
AT2G16920	555	5124
AT1G36050	628	3479
AT5G63640	619	4174
AT5G27880	3	969
AT5G18370	57	5640
AT3G08500	5	1832
AT5G67340	32	3452
AT5G06680	684	3331
AT1G05580	8	3568
AT4G21900	243	3083
AT4G13540	1040	1470
AT1G04303	28	237
AT5G67050	40	1819
AT5G44920	75	1415
AT3G04130	215	2613
AT5G11980	593	3648
AT1G64060	80	7210
AT1G55670	2523	779
AT3G27450	1	767
AT2G29260	32	1897
AT3G48231	104	640
AT2G33950	2	71
AT5G23350	67	656
AT4G22980	7	1971
AT4G38910	81	1892
AT3G49940	80	1865
AT3G07875	202	1392
AT1G51370	53	2459
AT3G53780	171	2488
AT2G36210	1	812
AT3G55020	945	6118
AT5G36002	61	1810
AT3G26410	334	1933
AT1G06790	315	2554
AT4G37330	309	2446
AT2G02430	38	1262
AT1G07020	335	940
AT5G48515	8	344
AT4G32915	170	1524
AT3G16720	74	1574
AT3G56860	1431	3593
AT4G29740	2	3197
AT2G01020	2432	163
AT3G54600	39	2380
AT5G20220	43	4087
AT5G04790	17	164
AT5G53560	1697	1249
AT4G20230	1	2733
AT1G04810	1067	5386
AT4G32360	200	3867
AT3G01890	145	2066
AT3G09115	29	280
AT3G16020	12	1499
AT1G29040	358	2055
AT3G49390	1005	4028
AT3G28920	980	1528
AT1G26920	172	1119
AT4G30780	500	2799
AT5G65350	85	614
AT2G39380	56	2077
AT1G14620	664	2033
AT5G58620	310	2963
AT2G40110	157	1759
AT3G11410	675	2068
AT2G38025	187	1849
AT5G49010	145	2646
AT4G01140	2	1669
AT3G48360	2	2971
AT4G35050	691	2348
AT2G28340	2	2590
AT4G30000	118	2513
AT1G56145	259	6038
AT5G12960	198	4073
AT2G25055	4	241
AT2G43760	280	1584
AT3G13677	120	1141
AT2G40330	244	1606
AT3G07050	1679	3006
AT5G66690	1	1773
AT2G43430	224	2985
AT5G43350	1	2389
AT1G05870	284	1998
AT3G61310	1875	5540
AT1G55710	9	218
AT2G19900	1	3751
AT2G22390	62	1249
AT3G24255	596	4518
AT3G53980	38	901
AT2G21790	2213	4600
AT1G55210	803	1034
AT2G47070	2246	4216
AT4G36850	17	2746
AT5G20610	664	4384
AT5G61310	363	1657
AT3G17465	726	1972
AT3G57765	21	870
AT3G21781	3	1615
AT1G76510	455	4609
AT1G16900	1070	3425
AT2G38480	55	1170
AT1G34340	249	3491
AT2G05620	184	1212
AT4G12917	10	690
AT1G08477	760	781
AT2G25170	2540	10299
AT2G18540	1	2914
AT5G60950	5	1304
AT3G25140	1713	2504
AT5G38460	425	3355
AT3G29360	1899	2349
AT1G07510	1462	7964
AT3G43390	1	4682
AT1G07080	898	2217
AT2G33350	90	3365
AT2G41960	679	5185
AT3G57250	86	764
AT2G42835	1399	2659
AT1G21350	137	2316
AT3G06436	7	656
AT1G20160	30	3347
AT5G43880	810	4204
AT1G60060	1087	2645
AT2G18240	208	1656
AT2G44525	286	1443
AT1G03687	273	2307
AT1G48900	997	3219
AT5G18120	288	3197
AT4G32990	1	2780
AT5G19172	24	662
AT1G17780	83	1772
AT3G58440	6	2803
AT5G63990	139	2805
AT3G13860	996	3818
AT5G53180	642	3771
AT1G04833	216	2347
AT3G15070	341	3306
AT1G11925	3	803
AT4G20780	21	980
AT4G01995	58	1849
AT1G34480	9	1862
AT5G04040	380	3862
AT2G03895	102	213
AT2G26710	448	3358
AT4G16530	1	1823
AT3G52140	2096	8855
AT5G23700	140	4733
AT5G46280	1273	4054
AT2G01037	1	6167
AT2G23120	1014	792
AT5G47070	74	2638
AT3G58620	205	3253
AT1G07410	92	1494
AT1G59124	1328	4505
AT1G51950	286	2437
AT1G28520	1076	2907
AT3G01331	4	464
AT1G12300	206	3237
AT4G26488	16	1533
AT5G14380	12	1032
AT2G09175	26	272
AT3G57220	332	2799
AT1G71220	3255	10403
AT4G04040	207	3911
AT1G34844	53	1734
AT4G05760	1	199
AT4G25210	2036	1605
AT1G47485	1	639
AT1G18280	9	1212
AT1G13143	7	684
AT1G19220	105	5450
AT4G18905	939	3423
AT4G16570	144	4173
AT3G23300	743	3438
AT4G17300	340	3627
AT5G62730	12	2925
AT1G67410	104	2516
AT5G46730	62	1245
AT1G25520	216	2477
AT3G45980	5083	726
AT1G52010	177	2336
AT3G11970	3	4500
AT1G50700	338	2818
AT5G03830	80	2126
AT3G14240	2663	2976
AT5G35425	1	885
AT3G25210	209	1711
AT5G48930	599	1936
AT4G29070	227	1529
AT4G38880	1	1598
AT4G14770	417	4342
AT3G13960	871	2421
AT3G45820	5	953
AT2G32295	109	3407
AT1G55810	195	3759
AT3G07810	801	3699
AT3G54720	1342	3277
AT4G01310	799	1655
AT3G06095	1	346
AT3G14120	801	7967
AT5G01375	44	330
AT4G26900	742	4435
AT5G04130	700	6344
AT1G52310	981	3088
AT3G07820	17	1764
AT2G47245	2	913
AT2G28360	324	5940
AT1G50000	59	2231
AT5G16540	119	2104
AT2G03935	3	684
AT4G14605	195	2286
AT3G19250	99	1786
AT3G32920	65	4688
AT3G14540	40	2692
AT2G34390	14	1471
AT3G24550	1970	3473
AT5G52240	1974	1902
AT3G15990	404	3910
AT4G22890	499	2550
AT1G12230	710	3094
AT4G08980	1184	2549
AT1G67280	592	2456
AT4G15050	1	1797
AT5G20420	45	5452
AT5G57400	78	1494
AT1G77310	148	4933
AT4G20170	211	2562
AT3G44640	2	1518
AT4G37080	249	3975
AT4G06845	1	317
AT2G31270	931	2969
AT2G21970	264	984
AT3G07790	681	2073
AT5G53570	619	2904
AT2G01290	322	1666
AT1G58025	595	4576
AT1G52930	1021	2129
AT5G66564	3	83
AT5G05800	449	2251
AT2G46780	405	2469
AT3G55000	650	2418
AT3G24000	127	2163
AT2G17900	134	3605
AT4G21090	209	2261
AT5G65260	914	2844
AT4G32860	15	966
AT4G03190	797	2515
AT5G46180	291	3327
AT3G05410	128	6862
AT2G07659	1	1548
AT1G70160	2139	2637
AT3G05150	1	3716
AT1G32150	228	3151
AT4G15390	1	1726
AT4G34960	629	2501
AT5G43822	61	3239
AT1G73810	1	2955
AT3G19520	563	2758
AT4G27780	412	2385
AT2G03360	5	2307
AT3G23600	1418	2397
AT5G42490	30	4474
AT5G01710	682	2122
AT3G32445	2	2280
AT1G04347	24	410
AT3G23050	2007	2549
AT3G28611	18	924
AT5G03020	8	1191
AT4G03220	8	1676
AT5G20250	2318	3298
AT5G11780	239	2372
AT1G06400	552	2284
AT3G10440	125	4026
AT3G09032	18	1023
AT5G28540	15171	3435
AT1G68585	39	963
AT3G27020	644	3460
AT1G21945	8	4294
AT5G01880	100	1357
AT5G10270	547	3295
AT4G16850	142	1919
AT5G21990	921	3508
AT2G02470	765	2421
AT3G19460	458	2039
AT5G24620	513	2356
AT1G11760	352	1308
AT2G32170	526	5358
AT1G09810	288	3298
AT2G03925	11	618
AT5G54580	523	1853
AT3G03590	298	1886
AT2G34325	15	1475
AT5G19240	52	1564
AT2G26070	332	1583
AT4G01533	5	1925
AT4G04630	75	1137
AT1G76600	12	1015
AT1G13030	425	3369
AT5G37180	16	4998
AT5G33355	14	694
AT1G03910	1346	4553
AT1G73580	1	1025
AT5G19310	360	4949
AT5G61630	2	1349
AT4G11640	73	1896
AT1G28830	4	71
AT1G17350	189	2916
AT5G30500	2	1920
AT2G30960	103	1242
AT5G06410	163	1791
AT5G47740	51	1264
AT1G61460	21	2920
AT3G03320	252	1749
AT1G32600	42	881
AT1G72900	6	1604
AT1G11520	51	590
AT1G09553	8	389
AT1G08370	641	2626
AT2G41835	147	1992
AT5G66052	380	798
AT3G54450	8	3565
AT1G49480	1491	2744
AT3G51710	16	1863
AT5G61190	738	4800
AT5G38760	1	872
AT4G01600	25	1528
AT5G48870	1024	1208
AT3G58500	2592	3974
AT1G51670	96	2614
AT2G31820	481	3582
AT3G29680	10	1675
AT5G50800	2	2244
AT3G06830	22	2435
AT1G44780	639	2562
AT2G13660	54	919
AT2G47710	809	1402
AT4G22570	467	3467
AT4G38330	69	1572
AT5G18400	668	2398
AT1G08560	2028	1475
AT4G35985	17	2299
AT1G26680	1	4335
AT5G60320	1	2027
AT2G01140	3017	2136
AT3G46150	6	614
AT2G39280	657	5328
AT5G03790	175	1849
AT1G09560	1807	1310
AT2G32460	3	2376
AT3G20120	220	2689
AT1G03890	1	1822
AT3G44769	2	312
AT1G25580	435	3203
AT1G06800	168	2269
AT4G24760	134	2667
AT3G22970	1161	2111
AT5G20050	71	1833
AT5G23750	32	2052
AT4G37409	5	2142
AT4G06705	7	150
AT1G23030	162	2681
AT3G22540	81	757
AT2G15860	1339	4119
AT5G43310	1155	6110
AT5G24790	12	1176
AT5G02380	11032	746
AT5G48680	459	1788
AT5G14310	267	2470
AT5G58800	71	1390
AT1G04945	215	3864
AT2G44970	438	3358
AT3G19370	58	3329
AT3G58110	2099	3227
AT1G54370	594	4085
AT1G61140	664	6269
AT5G08050	213	994
AT1G42615	2	849
AT2G37580	30	1143
AT3G61830	893	3566
AT4G20350	49	1867
AT5G09740	299	2831
AT5G54860	216	2781
AT5G54590	232	3128
AT1G18000	62	1917
AT3G04635	8	446
AT3G26360	373	1046
AT4G32560	317	2898
AT5G64200	1443	2439
AT2G37480	1305	2006
AT2G41100	159	2663
AT5G61490	9	1227
AT5G20590	321	2888
AT2G17240	361	1230
AT1G49740	491	2622
AT5G46890	3	642
AT3G47620	327	2466
AT3G48600	78	1414
AT2G22660	1172	3941
AT1G74050	4116	1970
AT5G19080	97	2456
AT4G32760	1128	5122
AT5G45760	148	2169
AT2G23987	61	1228
AT3G19700	4	3613
AT4G24800	1987	3435
AT1G58180	32	2461
AT5G51820	610	5029
AT1G01950	381	5303
AT1G50660	1591	3822
AT3G56110	733	2895
AT1G04257	1	251
AT5G49530	528	4060
AT1G53875	6	925
AT5G16320	125	1611
AT3G30867	32	1633
AT2G02820	114	4239
AT1G68840	6	1899
AT1G47780	157	670
AT3G02210	595	2680
AT3G25480	197	1477
AT3G08735	7	193
AT2G35635	1791	1609
AT1G26750	403	1417
AT1G52880	94	1881
AT4G35950	643	2029
AT2G25710	353	2864
AT1G63180	22	2247
AT3G48140	2719	1319
AT4G10710	2305	4454
AT3G49645	104	1985
AT2G06990	1156	7116
AT5G04005	9	368
AT1G76870	110	2012
AT3G58960	2	1661
AT3G56810	92	2363
AT1G80310	153	1936
AT4G05630	37	374
AT1G56160	4	1203
AT2G43410	765	6008
AT2G39800	507	5155
AT2G05250	1279	3366
AT1G80460	765	2654
AT5G58630	6	1344
AT4G34980	6353	2864
AT5G28170	2	2587
AT5G41740	14	4493
AT5G14640	2424	3377
AT1G58936	3	2114
AT1G07483	1	611
AT3G54680	186	1796
AT1G67820	92	1814
AT5G18750	565	3519
AT2G30320	243	2500
AT4G27450	58	1632
AT3G19190	355	9231
AT3G28200	261	1539
AT5G52250	84	1579
AT5G24370	1	575
AT4G37270	435	4775
AT3G56660	6	2211
AT1G73030	821	1359
AT1G79410	8	1930
AT3G02710	835	2835
AT2G36950	61	2079
AT4G39920	174	1609
AT4G13930	2385	2465
AT3G18000	786	3189
AT1G19340	91	2649
AT3G06920	246	3780
AT4G14790	151	4451
AT5G64813	444	2881
AT1G08733	22	495
AT5G50840	397	3170
AT3G63190	279	2251
AT3G56570	91	2709
AT1G53210	2894	3406
AT3G22910	155	3198
AT2G47680	205	5515
AT5G43430	268	1715
AT5G56320	21	2106
AT1G24420	10	1976
AT5G23760	61	1265
AT4G06805	8	487
AT5G15860	141	3604
AT3G16710	67	1682
AT5G18910	2	2979
AT3G06110	229	1601
AT1G10522	166	1976
AT5G37150	1	3232
AT1G53390	299	5926
AT3G07650	367	2963
AT1G05253	51	372
AT3G07180	1541	3302
AT3G18850	513	2027
AT5G25310	26	2619
AT1G22050	38	1495
AT3G19220	138	1697
AT2G44130	243	1444
AT4G04695	16	2773
AT4G03930	30	1965
AT1G31340	1094	1923
AT2G32970	364	4588
AT4G36195	946	3014
AT4G16563	264	2026
AT2G37280	6	6488
AT1G61415	22	1306
AT2G38880	385	2482
AT1G02420	140	1519
AT3G19660	4	1152
AT1G52140	87	1060
AT3G54700	4	2734
AT5G16490	14	980
AT1G15170	39	2570
AT1G72070	25	1297
AT1G06180	72	1914
AT5G13760	352	3156
AT2G07325	352	1251
AT1G45000	2175	2878
AT3G20170	246	1823
AT5G14350	17	1563
AT2G20720	175	2298
AT1G12900	1466	2016
AT4G20500	6	548
AT3G51190	2	1028
AT4G17760	41	1637
AT5G45290	541	2940
AT4G04515	14	620
AT5G61180	1	1604
AT1G16020	321	3346
AT4G11100	720	1671
AT5G05415	2	275
AT3G55252	80	594
AT3G15540	11	1694
AT1G48360	200	4739
AT3G20010	925	6008
AT5G16715	453	8345
AT1G35183	4	2108
AT5G37590	179	5602
AT3G08990	96	2118
AT5G63010	160	1500
AT3G01375	143	245
AT4G25530	29	4104
AT5G02800	315	2361
AT5G05765	5	394
AT5G15580	1232	4255
AT2G04039	5	1433
AT2G08060	48	479
AT1G03340	5	1864
AT5G62020	136	1836
AT2G16500	1288	2916
AT5G58820	7	3002
AT4G06285	2	405
AT4G10000	56	2879
AT5G38610	8	768
AT1G03250	335	2087
AT2G19530	60	1768
AT3G47260	1	4698
AT4G04015	4	494
AT4G37400	146	2450
AT5G55660	3072	4918
AT2G28240	301	2967
AT1G11000	442	4377
AT5G65400	121	2017
AT5G63800	147	5834
AT1G69100	578	1611
AT5G56180	122	3775
AT5G41150	304	4653
AT5G10440	85	2066
AT2G37230	1081	2871
AT5G44562	280	781
AT4G25500	979	2942
AT5G41370	596	4919
AT5G02620	160	2489
AT2G46960	82	2340
AT1G55740	29	3522
AT4G17370	9	2497
AT5G28888	2	910
AT5G06435	1	356
AT5G58090	1218	2132
AT5G27493	66	352
AT2G44060	3229	2030
AT4G04780	240	1383
AT3G04260	716	4633
AT1G66510	268	3827
AT5G22790	659	3441
AT1G30700	1	2269
AT1G60800	1178	4373
AT3G14467	1	386
AT3G51180	30	2958
AT3G53670	986	2079
AT5G09860	495	4411
AT5G11820	2	631
AT1G12780	410	2968
AT2G46192	4	826
AT1G62290	2	3716
AT5G01235	2	277
AT5G09405	3	1137
AT3G51390	200	2575
AT3G02255	2	185
AT3G05340	125	2703
AT3G15410	686	4369
AT4G17870	254	1288
AT2G13810	2	3849
AT1G11780	165	2398
AT3G21770	16	1563
AT1G12800	631	3863
AT4G40085	6	1508
AT4G29750	357	3512
AT5G67310	20	1870
AT1G66410	5401	1831
AT2G16600	9580	1332
AT2G02080	715	3658
AT3G52110	367	2123
AT1G09837	11	189
AT1G48175	172	1967
AT5G09925	2	279
AT1G17420	253	4198
AT5G50350	647	3310
AT5G13460	143	2655
AT5G47640	302	1045
AT3G07540	1331	3141
AT5G04280	1575	3500
AT4G01690	437	2570
AT4G34230	330	2309
AT2G46150	604	1140
AT1G03220	123	1890
AT1G73170	203	3622
AT3G61035	63	2120
AT3G04255	96	252
AT3G55600	86	2145
AT1G09907	12	354
AT4G14730	1285	1808
AT1G75750	37	934
AT5G03995	2	821
AT1G10280	191	2632
AT5G07220	17	1779
AT3G05360	17	2693
AT3G01328	5	412
AT1G80790	1300	3778
AT3G07830	1	1841
AT4G16960	41	3626
AT3G22830	7	2270
AT3G03720	289	4446
AT4G37100	722	2974
AT5G04840	314	2781
AT2G30160	149	1862
AT1G24490	336	3076
AT1G10990	6	948
AT1G34030	2807	1489
AT1G06530	694	1420
AT1G06587	10	622
AT2G23590	3	1564
AT2G35470	347	1376
AT4G32030	464	2870
AT1G51140	112	2365
AT1G65270	1548	3368
AT3G04890	81	2563
AT4G38800	1378	2015
AT3G18740	5108	715
AT2G20120	745	2860
AT3G25020	67	3120
AT2G29550	7703	2140
AT3G51600	131	1085
AT1G61340	31	1756
AT3G19613	8	1490
AT3G16712	13	215
AT1G73720	752	5040
AT1G15020	334	4197
AT5G24470	292	2342
AT3G56700	3	2746
AT5G44090	378	5761
AT4G22530	44	1982
AT5G19680	501	2472
AT1G75790	1	2747
AT5G14680	225	2389
AT2G47180	31	1680
AT1G28490	372	2191
AT5G05000	690	2407
AT5G59770	287	1919
AT5G22300	5	2838
AT5G06580	177	5338
AT2G31400	1330	3900
AT1G28560	41	3515
AT2G05753	52	546
AT1G60995	404	5268
AT5G45010	656	1485
AT1G07350	806	2793
AT2G34010	189	1902
AT4G09810	114	2175
AT4G39000	1186	2251
AT2G43720	42	1304
AT2G37240	48	2000
AT1G67230	3293	5178
AT1G20450	662	1703
AT2G34600	9	922
AT4G16350	1	1613
AT5G56150	237	2300
AT3G14650	362	2563
AT4G15140	196	867
AT4G39580	8	1127
AT2G07787	9	1831
AT4G27950	32	1453
AT4G03200	577	4597
AT1G80360	506	3184
AT4G23730	154	3037
AT1G28500	4	1788
AT3G53510	174	2835
AT3G24650	2	3815
AT3G56460	917	1749
AT3G54490	133	1857
AT5G49555	795	3409
AT2G31240	697	2289
AT1G43900	548	1898
AT1G12570	16	3184
AT1G54340	453	3460
AT5G48730	110	2162
AT5G02170	6	3053
AT5G01260	185	2186
AT5G17760	1946	2125
AT5G11510	688	5136
AT3G07680	1882	1679
AT4G23240	22	2691
AT5G23320	39	1376
AT1G05663	1	653
AT5G52280	659	3657
AT3G03595	1	240
AT3G11745	64	965
AT5G63195	540	1657
AT1G27170	120	6024
AT3G46200	123	2898
AT5G09810	12604	2629
AT4G08480	304	4224
AT5G51560	1365	3263
AT1G60170	959	2642
AT4G10955	228	2089
AT3G09150	146	2394
AT1G53650	258	2696
AT2G29510	758	3606
AT5G62170	230	2746
AT1G30230	6581	2063
AT3G13790	248	3107
AT3G26050	177	2846
AT2G41010	210	1249
AT4G38350	1774	8866
AT1G50550	16	1003
AT5G63240	6	597
AT5G35310	2	422
AT3G14590	73	3789
AT3G03965	88	521
AT1G76450	124	1693
AT3G57580	126	1888
AT1G76490	3046	3092
AT1G64840	394	1989
AT5G08130	898	4248
AT5G50375	699	2704
AT3G21030	23	1235
AT3G17060	2	1826
AT2G16960	1	4280
AT2G33847	78	1750
AT1G53260	12	1709
AT1G04840	45	2800
AT1G17200	3475	1683
AT3G52150	693	1452
AT1G55310	765	3309
AT2G25700	14	879
AT3G12730	11	1692
AT4G36390	254	2674
AT3G30737	15	4406
AT5G26865	3	615
AT1G20370	282	2168
AT1G06520	1529	2452
AT2G42290	198	2976
AT4G07295	1	389
AT5G14760	178	3890
AT5G00765	2	118
AT2G33390	321	2125
AT2G36120	7	1323
AT2G38320	10	2725
AT3G04080	419	3880
AT5G41612	339	2955
AT5G45860	5	687
AT5G27680	209	5404
AT1G52620	151	2491
AT5G10300	272	1428
AT4G10290	2	2128
AT5G63390	6	2435
AT2G42650	295	1710
AT1G09710	144	3519
AT3G21070	423	3907
AT2G16930	446	1239
AT1G72800	13	1411
AT1G49890	878	3787
AT3G12120	8814	2999
AT5G41590	1	1926
AT1G19970	324	1814
AT1G08633	25	589
AT1G55770	1	687
AT4G09535	4	193
AT3G52070	64	713
AT1G80720	165	1619
AT5G65990	369	1690
AT1G74960	1396	4430
AT2G21700	1	71
AT3G28690	838	3077
AT3G50070	2274	1700
AT5G64070	1209	7596
AT5G64680	374	1407
AT5G44580	3	1401
AT5G01170	322	2125
AT4G33010	1156	4770
AT3G20978	1	1432
AT4G13390	4	1568
AT2G38810	623	1703
AT2G26695	7	1034
AT3G26080	52	1808
AT3G57310	20	525
AT5G15170	371	3652
AT5G26980	184	2959
AT5G08320	129	1774
AT1G23950	493	1884
AT2G04360	332	1784
AT3G27390	218	3488
AT1G66730	742	7365
AT5G19875	31	1097
AT1G27540	510	1993
AT1G24240	355	1845
AT4G03410	112	2531
AT5G24030	24	4597
AT1G64780	61	2164
AT1G29350	3307	5400
AT5G15220	298	1540
AT1G33270	285	2392
AT4G24040	406	3258
AT1G19140	395	1957
AT3G60610	81	1811
AT3G56880	1245	1462
AT5G01650	880	1661
AT3G15550	878	2914
AT1G78390	16	2170
AT4G37240	330	833
AT1G79450	21	2595
AT1G09457	160	232
AT1G28970	6	71
AT4G06725	1	363
AT1G27840	315	3538
AT5G22360	368	1879
AT1G24545	324	1365
AT2G30330	223	1203
AT3G46300	9	969
AT4G12770	914	5257
AT4G02570	4093	5259
AT1G69780	425	1993
AT3G24503	366	3736
AT2G09000	4	193
AT2G26160	3	1473
AT2G45210	5	1176
AT4G18300	370	2474
AT5G58040	1610	5514
AT3G07920	5	1809
AT1G51200	1658	2353
AT5G57710	838	4210
AT2G45330	211	2163
AT5G42957	119	533
AT5G06660	535	1176
AT3G57880	1656	3710
AT2G37520	348	5465
AT1G75610	1	608
AT3G29170	219	2059
AT2G31960	1803	11908
AT5G02415	43	768
AT1G69160	36	1777
AT2G24830	229	2374
AT1G69680	124	2186
AT2G44590	9	3417
AT2G39410	37	2794
AT1G31850	2049	4015
AT5G08030	4	1794
AT1G61565	16	2520
AT3G51150	615	6130
AT3G62830	1416	3295
AT2G34910	2	1328
AT2G40160	47	2085
AT5G62410	1332	6645
AT1G75880	29	2135
AT5G50600	1	2235
AT4G02040	100	823
AT2G10405	30	537
AT1G73680	226	3713
AT5G38770	5	510
AT1G09340	359	3301
AT2G04270	149	5850
AT1G08470	346	2113
AT4G21680	6	2452
AT2G24740	7	2267
AT2G25310	797	2196
AT5G07460	26	1598
AT4G39361	23	119
AT1G08070	45	2470
AT1G10190	5	1946
AT2G41260	4	1246
AT1G31870	574	3556
AT2G27710	7582	1338
AT5G02430	68	3549
AT1G08540	329	3565
AT1G75870	3	1214
AT3G22125	2	4552
AT3G10260	392	1815
AT4G17500	71	1188
AT3G49360	201	1459
AT2G23310	458	1936
AT1G01780	32	1484
AT1G75120	60	2088
AT2G42955	11	886
AT4G08815	4	221
AT4G37920	175	2188
AT1G13170	1228	4054
AT1G59730	3	883
AT1G48850	924	3249
AT1G72890	11	2087
AT3G02065	288	1973
AT4G23060	423	3816
AT1G58030	676	4504
AT1G54450	73	3566
AT1G08480	859	1526
AT1G12270	1616	2695
AT2G43540	119	973
AT1G68725	25	832
AT3G07705	1	264
AT1G09190	162	1613
AT1G05120	811	4930
AT3G55360	1931	2168
AT4G05190	992	5150
AT5G17650	27	1794
AT2G17830	104	1556
AT1G02160	402	888
AT3G14750	127	2207
AT2G39730	1616	2946
AT4G14200	1233	3482
AT5G45400	576	3452
AT5G09750	180	1005
AT5G09460	792	3101
AT3G53220	64	909
AT2G15390	1	2040
AT3G27925	209	3292
AT3G28155	2	1210
AT2G30830	30	1856
AT1G54160	55	2116
AT4G14210	551	5130
AT5G60170	657	5458
AT3G54500	303	3657
AT5G57230	82	1776
AT5G48090	33	4642
AT5G35740	16	913
AT1G63150	199	2420
AT5G50380	952	2760
AT2G17760	360	3271
AT2G34700	45	1537
AT1G03030	220	2499
AT3G48120	168	2682
AT2G34660	439	10095
AT1G32230	2426	5421
AT5G27780	2	642
AT4G19510	250	5404
AT3G49470	1029	1668
AT5G10100	11	3728
AT4G05070	981	530
AT2G35030	195	2406
AT3G18160	249	2506
